token,gold_pos,gold_genero,gold_numero,spacy_pos,spacy_genero,spacy_numero,stanza_pos,stanza_genero,stanza_numero
Miniexamen,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
cognoscitivo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
Lobo,PROPN,-,-,PROPN,-,-,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
13,NUM,-,-,NUM,-,-,NUM,-,-
puntos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Rigidez,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
predominio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
axial,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
especialmente,ADV,-,-,ADV,-,-,ADV,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
nivel,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
cervical,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
distonía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
extensión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Pupilas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
iguales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
reactivas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Fondo,NOUN,Masc,Sing,NOUN,Masc,Sing,PROPN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
ojo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
normal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Limitación,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
oculomotora,ADJ,Fem,Sing,VERB,-,Sing,ADJ,Fem,Sing
especialmente,ADV,-,-,ADV,-,-,ADV,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
mirada,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
vertical,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
hacia,ADP,-,-,ADP,-,-,ADP,-,-
abajo,ADV,-,-,ADV,-,-,ADV,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
carácter,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
supranuclear,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Ligera,ADJ,Fem,Sing,PROPN,-,-,PROPN,-,-
disartria,NOUN,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Resto,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
pares,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
craneales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
sin,ADP,-,-,ADP,-,-,ADP,-,-
alteraciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Fuerza,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
conservada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
miembros,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
déficit,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
sensitivos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
REM,NOUN,Masc,Plur,PROPN,-,-,PROPN,-,-
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
reflejos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
estiramiento,NOUN,Masc,Sing,NOUN,-,-,NOUN,Masc,Sing
muscular,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
vivos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
forma,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
simétrica,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
RCP,NOUN,Masc,Plur,PROPN,-,-,PROPN,-,-
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
reflejos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
cutáneo-plantares,ADJ,-,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
flexión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Ausencia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
temblor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
dismetría,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Bipedestación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
estable,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
pero,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
marcada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
alteración,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
reflejos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
reequilibración,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
postural,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
tendiendo,VERB,-,-,VERB,-,-,VERB,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
caer,VERB,-,-,VERB,-,-,VERB,-,-
hacia,ADP,-,-,ADP,-,-,ADP,-,-
atrás,ADV,-,-,ADV,-,-,ADV,-,-
tras,ADP,-,-,ADP,-,-,ADP,-,-
maniobra,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
empujón,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Marcha,NOUN,Fem,Sing,NOUN,Fem,Sing,PROPN,-,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
braceo,NOUN,Masc,Sing,NOUN,Fem,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
pasos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
cortos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
lentos,ADJ,Masc,Plur,NOUN,Masc,Plur,ADJ,Masc,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
discreto,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
aumento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
base,NOUN,Fem,Sing,NOUN,-,Sing,NOUN,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
sustentación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
PRUEBAS,NOUN,Fem,Plur,PROPN,-,-,NOUN,Fem,Plur
COMPLEMENTARIAS,ADJ,Fem,Plur,PROPN,-,-,ADJ,Fem,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Hemograma,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
coagulación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
perfil,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
bioquímico,ADJ,Masc,Sing,PROPN,-,-,ADJ,Masc,Sing
general,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
serología,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
luética,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
hormonas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
tiroideas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
normales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Determinación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
ácido,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
fólico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
límite,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
inferior,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
normalidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
vitamina,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
B12,PROPN,-,-,PROPN,-,-,PROPN,-,-
normal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Radiografía,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
tórax,NOUN,Masc,-,NOUN,Masc,-,NOUN,Masc,Sing
sin,ADP,-,-,ADP,-,-,ADP,-,-
hallazgos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
RMN,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Resonancia,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
Magnética,ADJ,Fem,Sing,PROPN,-,-,PROPN,-,-
Nuclear,ADJ,-,Sing,PROPN,-,-,PROPN,-,-
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
encefálica,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Escasas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
lesiones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
bilaterales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
predominio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
centros,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
semiovales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
compatibles,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
con,ADP,-,-,ADP,-,-,ADP,-,-
infartos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
lacunares,ADJ,-,Plur,ADJ,Masc,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Atrofia,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
mesencefálica,ADJ,Fem,Sing,VERB,-,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
DIAGNÓSTICO,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
PRINCIPAL,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Parálisis,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
supranuclear,ADJ,-,Sing,VERB,-,-,ADJ,-,Sing
progresiva,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
TRATAMIENTO,NOUN,Masc,Sing,NOUN,Fem,Plur,NOUN,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
L-Dopa,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
amitriptilina,NOUN,Fem,-,NOUN,Fem,Sing,NOUN,Fem,Sing
EVOLUCIÓN,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Con,ADP,-,-,ADP,-,-,ADP,-,-
L-Dopa,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
amitriptilina,NOUN,Fem,-,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
paciente,NOUN,-,Sing,NOUN,-,Sing,NOUN,-,Sing
mostró,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
discreta,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
mejoría,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
bradicinesia,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
mostrando,VERB,-,-,VERB,-,-,VERB,-,-
cambios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
resto,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
sus,DET,-,Plur,DET,-,Plur,DET,-,Plur
síntomas,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
A,ADP,-,-,ADP,-,-,ADP,-,-
lo,PRON,Masc,Sing,PRON,Masc,Sing,PRON,Masc,Sing
largo,NOUN,Masc,-,NOUN,-,-,NOUN,Masc,-
de,ADP,-,-,ADP,-,-,ADP,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
evolución,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
ha,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
ido,VERB,Masc,Sing,AUX,Masc,Sing,VERB,Masc,Sing
haciendo,VERB,-,-,VERB,-,-,VERB,-,-
evidente,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
disartria,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
espástica,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
labilidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
emocional,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
marcada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
MOTIVO,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
DE,ADP,-,-,ADP,-,-,ADP,-,-
CONSULTA,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Acorchamiento,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
cara,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
parálisis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
HISTORIA,NOUN,Fem,Sing,NOUN,Fem,Sing,PROPN,-,-
CLÍNICA,ADJ,Fem,Sing,ADJ,Fem,Sing,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Varón,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
32,NUM,-,-,NUM,-,-,NUM,-,-
años,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Antecedentes,NOUN,Masc,Plur,PROPN,-,-,NOUN,Masc,Plur
personales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
relevantes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Enfermedad,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,-
actual,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Refiere,VERB,-,Sing,AUX,-,Sing,VERB,-,Sing
acorchamiento,NOUN,Masc,Sing,ADJ,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
hemicara,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
derecha,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
dificultad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
cierre,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
ojo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
derecho,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
sonreír,VERB,-,-,VERB,-,-,VERB,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
24,NUM,-,-,NUM,-,-,NUM,-,-
horas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
evolución,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
pérdida,NOUN,Fem,Sing,VERB,-,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
fuerza,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
ni,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
sensibilidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
resto,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
cuerpo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
cefalea,NOUN,Fem,Sing,VERB,-,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
hipoacusia,NOUN,Fem,Sing,ADJ,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
náuseas,NOUN,Fem,-,NOUN,Fem,Plur,NOUN,Fem,Plur
ni,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
vómitos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
otra,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
clínica,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
acompañante,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
EXAMEN,NOUN,Masc,Sing,NOUN,Fem,-,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Exploración,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
física,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Buen,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
estado,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
general,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
lesiones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
cutáneas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
AP,NOUN,Fem,Sing,VERB,-,Sing,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
buena,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
ventilación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
bilateral,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
ruidos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
sobreañadidos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
AC,NOUN,Fem,Sing,NOUN,Masc,Sing,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
rítmica,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
soplos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Abdomen,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
blando,ADJ,Masc,Sing,VERB,-,-,ADJ,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
depresible,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
megalias,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
palpación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
